"dispenser_id","10-22 17","10-19 18","10-20 11","10-23 22","10-22 02","10-24 06","10-23 00","10-26 19","10-24 17","10-21 23","10-23 03","10-20 04","10-23 10","10-21 05","10-21 15","10-19 14","10-21 09","10-23 15","10-22 06","10-27 01","10-22 13","10-25 14","10-23 07","10-20 01","10-25 07","10-20 08","10-19 02","10-26 22","10-26 11","10-26 00","10-24 05","10-20 22","10-26 12","10-25 21","10-23 16","10-25 10","10-26 23","10-21 20","10-23 21","10-26 09","10-24 11","10-22 00","10-20 15","10-19 07","10-24 22","10-24 07","10-22 10","10-25 08","10-19 20","10-21 11","10-25 18","10-24 18","10-22 16","10-23 02","10-25 06","10-26 01","10-20 03","10-26 18","10-21 04","10-19 13","10-26 08","10-19 01","10-20 10","10-22 01","10-24 09","10-25 00","10-20 21","10-24 02","10-21 22","10-23 06","10-22 12","10-24 14","10-21 18","10-20 07","10-26 04","10-20 17","10-21 08","10-20 02","10-19 17","10-22 05","10-24 21","10-21 19","10-24 10","10-21 14","10-19 06","10-25 03","10-25 22","10-20 20","10-26 13","10-25 11","10-21 21","10-25 16","10-20 18","10-19 09","10-22 11","10-22 09","10-21 10","10-23 20","10-26 07","10-20 14","10-22 22","10-25 09","10-19 11","10-21 03","10-22 19","10-19 16","10-21 17","10-20 13","10-22 04","10-25 17","10-24 08","10-21 00","10-24 19","10-20 06","10-19 21","10-23 13","10-26 02","10-19 05","10-26 17","10-24 15","10-24 00","10-25 12","10-19 10","10-20 19","10-25 01","10-26 06","10-24 03","10-21 07","10-23 08","10-23 17","10-25 04","10-25 23","10-23 12","10-23 05","10-17 16","10-26 20","10-22 23","10-24 13","10-19 22","10-26 14","10-19 12","10-25 15","10-22 08","10-19 23","10-22 15","10-27 00","10-21 01","10-25 19","10-23 19","10-24 01","10-19 03","10-23 23","10-22 03","10-23 01","10-24 16","10-22 14","10-22 21","10-26 03","10-21 16","10-20 09","10-19 08","10-26 10","10-25 20","10-26 16","10-25 13","10-21 13","10-23 14","10-22 18","10-25 02","10-19 19","10-20 05","10-19 04","10-26 05","10-21 06","10-20 12","10-22 20","10-26 21","10-24 23","10-23 09","10-23 18","10-25 05","10-21 02","10-19 15","10-26 15","10-20 00","10-20 16","10-20 23","10-22 07","10-24 04","10-24 12","10-21 12","10-23 11","10-23 04","10-24 20"
"22920","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22929","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22938","","","","","3","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","1","","","","","","","3","","","","","","","","4","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","3","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","1","2","2","","","","","","","","2","","","2","","","","","","","","","2","","","3","","",""
"22939","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","3","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"22947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22954","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"22968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22971","","","","","","","","4","","","","","1","","","","","1","","1","1","","","","1","","","1","2","","1","","1","1","1","1","","","1","2","1","","","","","","","1","","1","","","1","","1","","","2","","","","","","","","","","","","1","","","1","","","","","","","","","1","1","1","","","","","","1","","","","","1","","","1","","","2","","","","1","","","","","6","","","","","","","","","","2","","","","","1","","1","","2","1","","","1","","","","1","1","","1","","","","","","2","","","","","","","","","2","2","","","","","","1","","1","","","","","","","","","","","","1","","","1","1","","","","3","","","","","","","1","1","",""
"22973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"23004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23055","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23059","1","","","","","","","","","","1","","3","","","","","2","","","3","2","","","","","","1","1","","","","2","1","7","3","8","","","","","","","","1","5","","","","","","6","2","","","","","","","","3","","","","3","","","1","","","9","1","","","","","","","","","2","","4","","","","1","","","2","","","","","","","","3","3","","1","3","","","1","","1","","","1","3","","2","","","3","","","2","1","1","1","","","1","1","1","","","1","","","3","","","6","1","9","","","","1","","","3","","","1","","","","1","","","","3","","7","4","","","","","","3","","2","1","","","","","","","","","","","","1","","","","1","","","","","","3","","6","","1"
"23065","","","","","","1","","","1","","","","1","","","","","","","1","","","","","","","","","1","","","","1","","2","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","2","","","","","","","","","","","","","","","3","","","","1","","1","","","","","","","","2","","","1","1","","","","","","","","","","","2","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","","","1","","","",""
"23067","","","","1","","","","","2","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","2","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","2","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"23069","","","","","","","","","47","","","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","","","","7","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","10","","","11","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1"
"23070","2","","","1","","","2","1","","","1","","1","","","","","5","","2","4","","","","","","","4","2","","","","1","1","2","","2","1","","3","2","","","","2","","4","","","","","1","7","","","","","2","","","","","","","1","","","1","","","1","2","","","","","","","","","","1","","","","","","","","","","","","","8","6","1","2","2","","6","","","","1","","","","","1","","","","","","3","","","1","","","","","","1","","","","2","1","","","","","","","1","","","","","","1","","2","1","","","","1","","2","","4","2","2","2","","","","","2","","","","","2","5","1","","","","","","","","3","","2","","","","","2","","","","","2","","2","3","2",""
"23076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","",""
"23077","","","","2","","","","","1","","","","","","4","","","","","","","5","","","","","","","","","2","","","7","","7","2","","4","","4","","","","","","","3","","","4","1","","","1","","","1","","","","","","","2","","","","","","","","2","","","","","","","","","2","","6","","","","","","4","2","4","","","","","","3","","","","5","","","","","5","","","6","3","","1","","","","","","","4","1","1","","","","","","","","","","1","","","","","","4","","","","4","","","","","","6","12","1","","","","","4","","","","5","","","","3","","6","","","","","","","","","","","","","","","2","","","","","","","","","2","2","6","","",""
"23079","","","","3","","","","1","","","","","2","","","","","6","","4","","","","","","","","7","2","4","","","1","","","","8","1","2","2","2","","","","","","","","","","","2","","","","9","","3","","","1","","","","1","","","1","","","","1","","","3","","","","","","","","5","1","","","","","1","","","","","","","","","","1","","","","","","","","6","","","","","","","","","","8","","1","3","1","","","","","3","","","1","1","","1","4","","","3","","1","","","","","","","","3","","","","","","3","","","2","","","3","2","","","3","","2","","","1","","","","","","","","","","1","","3","2","","","","1","","","","","","","2","1","","2"
"23080","1","","","","","","","","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23082","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"23085","1","","","","","","1","","","","","","2","","2","","","4","","2","3","","","","","","","6","","","","","3","1","1","","","1","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","5","","","","1","","","","","1","","","","","","5","","","","","3","","","","","","","","1","2","","1","2","","","2","2","","","","","","","","1","1","","1","2","","","1","","1","","","1","1","","","","","","","","","2","","","","","","","","","2","","","","","","","","","","","","","","","2","1","2",""
"23087","38","","","92","","15","","","52","","","","66","","12","","","40","","","30","","7","","","","","","","","22","","","","9","","","26","44","","93","","","","","46","10","","","3","","42","114","14","","","","","","","","","","","48","","","20","","3","123","39","33","","","","","","","","","12","62","13","","","","","","","10","","","","4","5","","77","","","1","","","","62","","40","","","","6","","162","","","83","","","","153","27","","","1","","","9","","5","74","","","85","","","","","82","","","","","3","","38","","","","104","96","","64","","","58","48","3","","60","","","","","","","18","88","34","","","","","","","","30","","","53","49","","","","","","","","","20","38","57","68","1","171"
"23088","5","","","","","","1","3","","","","","","","1","","","3","","1","5","1","","","","","","1","1","","","","5","","3","","1","1","","","1","","","","3","","3","","","1","","1","3","2","","","","1","","","3","","","","","1","","","","","6","1","1","","","","","","","","","","2","1","","","","","3","","","","","","2","6","3","","1","","","","","","","","1","","","","","","4","","","4","2","","","1","","","","","","","","","1","6","","","2","","","1","1","","","","","","1","","5","","","","2","","","","","1","","2","2","","","","","4","","","","2","5","3","","","","","","","","2","","1","","3","","","","2","","","","","","","","5","",""
"23092","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","1","","","","","","10","1","","","","","1","","","","1","1","","3","","","1","","","","1","","","","","","","","","","3","","","1","","","","","","","","","","","","","1","","3","","","","","","","1","","1","","","","","","","","","","2","","","","","","","","1","1","","","","","","","","","","2","1","","","1","","","","","","2","","","","","","","2","","","","","","","","","","1","","3","","","","","","","","","","","","","","","","","","","2","","","","","","","","1","1","","","1","","","","","","","","","1","","","","1"
"23097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23100","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"23101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23104","2","","","","","","","1","1","","","","","","","","","2","","","","","","","","","","","","","","","1","1","2","1","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","","2","","","","","","1","1","","1","","","","","","1","","","","","","","1","","1","","","1","","","","","","2","","","","2","","1","","","2","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","2","","","","1","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
"23105","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","2","","","2","3","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","1","","","","","","","","5","","","","","","","","","","","","","","","1","","1","","","","","","3","","","","","","","1","","","","","","","","","","","","","","","","","","2","","1","","2","","","","","","","","","","","","","","1","","","","","","1","","2","","","","1","","","","","1","","","1","","","","","","","","","","","","","","1","","","",""
"23107","1","","","2","","","","","","","3","","","","1","","","2","","2","","","","","","","","1","2","1","","","6","1","","","2","","1","3","1","","","","","","1","","","5","","2","1","","","2","","4","","","1","","","","","","","3","","","","1","2","","1","","","","","","","1","","","","1","","","1","","2","","","","1","2","","2","","","7","1","","","1","","2","","","","","","","","","1","","","4","1","","","","","","","2","","2","2","","1","1","1","","4","2","","","2","","2","1","","","4","","","1","1","","","","3","1","2","2","","1","","","3","","1","","","1","1","","","","","","","","","3","","2","2","","","","","","","","","","","2","3","3",""
"23108","3","","","3","","2","","","","","","","6","","3","","","7","","","3","4","","","","","","4","","6","","","","1","9","2","2","2","1","10","3","","","","","","","","","","1","1","6","2","","2","","","","","","","","","3","","","","","","9","1","4","","2","","","","","","","4","5","5","","","2","","3","1","","","","","","","","18","","","3","","","","1","","6","","","","","","","","","12","3","","3","1","1","2","","","","3","1","","","","","3","7","","","","1","","","","","3","","","3","1","","","13","6","","2","","2","","","","4","4","","","","7","3","3","4","14","1","","","","","1","","","","1","","8","1","","","","1","","","","","2","2","2","4","","1"
"23109","7","","","9","","4","","3","","","","","5","","4","","","","","1","3","1","","","","","","8","3","","2","","5","","1","5","2","2","12","7","","","","","","4","","","","","5","1","","1","","","","6","","","","","","","4","","","3","","","","","2","","1","","","","","","1","3","1","5","","","3","","4","2","","1","","","1","","","5","","","1","5","","","9","","2","","","5","4","","1","","","2","10","","4","1","4","4","","","1","2","5","","9","2","","","5","","","","","3","","2","","3","","","1","2","","4","","11","","3","","","1","3","6","","1","","","7","8","1","7","6","","8","","","","","","","","6","6","2","5","1","","","","7","","","","","7","","4","2","","6"
"23111","","","","5","","1","","4","4","","","","","","2","","","","","","","1","","","","","","","","2","3","","","2","","4","","3","3","4","3","","","","","4","","1","","","1","4","2","","","","","1","","","","","","","3","","","7","","3","1","5","","","2","","","","","","2","3","","2","","","","","2","3","","7","","","1","","","1","","","","1","","","","","5","","","6","6","","2","","","","","","1","5","4","4","","","","2","","","","","","","","","","2","","2","","1","","6","","","","","","3","","2","","1","","1","1","","","","","","","3","7","1","5","4","","2","","","","","","","","","","","1","1","","","","2","","","","","","5","1","1","","1"
"23113","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23114","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","3","","2","","","","1","","","1","","","","","","","","","","","1","","","","","","1","","","1","","","","1","","1","","5","","","","","","","","","","","","","","","","","1","","1","","","","3","2","","1","","","1","1","1","","","","","","","","","","","","1","2","","","","","","","2","","","","","","","1","1","",""
"23116","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","",""
"23117","1","","","","","","","1","2","","","","","","","","","","","","","","","","","","","1","","","","","","","2","","","","","","","","","","1","","","","","","","3","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"23122","","","","","","","","","","","","","2","","","","","1","","","","4","","","","","","1","1","","","","","4","","1","","","1","","2","","","","","","","1","","","3","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","3","","3","2","","","","","","6","","","","","","","","2","","","","2","","","","","1","","","1","1","","1","","","","","","1","2","","1","","","","","","","1","1","","","2","","","1","","1","","","","6","","","","1","","2","6","","","","","","","1","","","1","","","1","3","","2","","","","","","","","","","","","","","1","3","","","","1","","","","","","1","","1","","1"
"23127","5","","","4","","4","","3","3","","3","","8","","","","","12","","","1","1","3","","2","","","","2","2","1","","10","6","12","6","2","","11","5","5","","","","8","4","","6","","","1","1","4","","1","","","7","","","5","","","","7","3","","3","","3","3","10","","","","","","","","","4","","3","","","","8","","3","7","","3","","","","","","2","9","","2","5","","","12","","","","","5","8","","4","","","17","","","4","","","4","","","4","2","","","2","15","3","3","2","","","1","2","6","","2","","4","","","","","","5","4","3","","2","","1","","3","3","4","","","","","2","2","3","","19","5","1","","","","","","","6","","6","4","13","","","","2","","","","","2","4","","1","","3"
"23130","","","","12","","2","","2","3","","","","3","","1","","","6","","","5","2","","","","","","3","","4","4","","1","","3","","4","2","12","16","2","","","","","2","","","","","","","13","2","","","","","","","2","","","","","","","6","","2","4","2","2","","","","","","","","1","2","2","1","","","5","","5","","","","","","","","","5","6","","2","","","","1","","3","","","","","","","","","9","4","","7","","4","","","","","","11","","3","2","","","5","","","9","2","","","","","","","","4","5","","1","3","6","","4","","","2","3","2","","9","","","7","4","1","","4","4","","1","","","","","","","3","3","","9","7","","","","6","","","","","","2","","1","","1"
"23135","","","","","","","","","","","1","","","","","","","1","","","","","1","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"23138","2","","","","","","","","1","","","","2","","","","","1","","","","3","","","","","","","","","","","","2","2","1","","","3","","1","","","","1","","","1","","","1","","","","","","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","1","","","","2","","","2","","5","","","","","","4","","","","1","","","","","","","","1","","","","","","2","","","","","","2","","","","","1","","","1","","","1","","","","","","","","","","","","1","","","","3","","","1","","","3","","","","1","","","","4","","6","","","1","","","","","","","","","","","1","1","","","","","","","","","","","2","3","","2"
"23139","","","","","","","2","","","","","","","","","","","","","","1","","4","","","","","1","","","1","","","","1","","2","","","","","","","","","","","","","1","2","","","","","3","","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","1","","","","","","","","","","","1","","","1","","3","","","","","","","","3","2","","","3","1","","3","1","","","","","","","","","1","","1","","","","","","","","2","","","","","","","","","","","5","1","","","","","","","","","2","","","","1","","","1","","","","","1","","","4","2",""
"23141","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23142","1","","","1","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","2","","2","","","","","","","","","2","","","","","","1","2","1","","","","","","","1","1","2","1","","","","","","","","","1","","","","1","","","","","","","","","","","","","",""
"23154","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"23160","","","","1","","","1","","","2","1","","2","","","","","2","","","","","","","","","","","1","","","","1","2","3","","","","","","","","","","","","","","","1","1","","","2","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","","1","","","1","2","","","","","1","","","","","","1","","","1","","","","","","2","","","","","3","","","","","","","","","3","1","","3","2","","","1","","","","","","","","1","","","","2","","","1","","","","","2","","1","","","1","1","","","","4","","","","","","","","","","","","2","","","","","","","","","","","","","1","2",""
"23174","","","","","","","","","","","","","24","","","","","","","","","1","","","6","","","2","4","1","","","3","","1","1","","","","2","","","","","1","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","4","","","3","","","","","","","","","","","","","","","","","","5","","","","","","1","","","","","","","","","3","","","","","1","","","8","","","","","","","4","","3","","","","2","","","","","","","","","","","","1","","","","4","","","","","12","","3","","","","","","","","","","","1","1","","","","","","","","","1","","","",""
